nome=Daniel e Erick Pães e Doces ME, cnpj=85.572.055/0001-29, inscricaoEst=27901219-5, dataAbertura=08/04/2016, site=www.danielerick.com.br, email=treinamento@danielerick.com.br, cep=61621-180, rua=Rua das Flores, numero=477, bairro=Jardim Icaraí, cidade=Caucaia, estado=CE, telefone=(85) 2852-2198, celular=(85) 98840-5611
nome=Hadassa e Fernando Pães e Doces Ltda, cnpj=89.374.509/0001-08, inscricaoEst=94806260-6, dataAbertura=11/11/1999, site=www.hadassafernando.com.br, email=seguranca@hadassafernando.com.br, cep=60325-904, rua=Rua Vinícius de Morais 211, numero=582, bairro=São Gerardo, cidade=Fortaleza, estado=CE, telefone=(85) 2513-8030, celular=(85) 98203-9480
nome=Raquel e Vinicius Vidros ME, cnpj=26.907.635/0001-60, inscricaoEst=02258621-0, dataAbertura=01/03/1998, site=www.raquelvinicius.com.br, email=tesouraria@raquelvinicius.com.br, cep=60877-280, rua=Rua Rosa Rebelde, numero=525, bairro=Jangurussu, cidade=Fortaleza, estado=CE, telefone=(85) 2811-3440, celular=(85) 99765-7420
nome=Bianca e Filipe Adega Ltda, cnpj=14.324.327/0001-23, inscricaoEst=04901936-8, dataAbertura=13/06/1997, site=www.biancafilipe.com.br, email=cobranca@biancafilipe.com.br, cep=60060-110, rua=Vila Ernestina, numero=252, bairro=Centro, cidade=Fortaleza, estado=CE, telefone=(85) 2608-1288, celular=(85) 99920-2734
nome=Davi e Hugo Ferragens Ltda, cnpj=45.194.950/0001-32, inscricaoEst=83004329-2, dataAbertura=11/03/1996, site=www.davihugo.com.br, email=fiscal@davihugo.com.br, cep=60740-770, rua=Vila Josué, numero=251, bairro=Parangaba, cidade=Fortaleza, estado=CE, telefone=(85) 3967-0403, celular=(85) 98593-4330
nome=Rafaela e Nina Transportes ME, cnpj=84.260.429/0001-08, inscricaoEst=05957571-9, dataAbertura=17/05/1995, site=www.rafaelanina.com.br, email=@rafaelanina.com.br, cep=63595-970, rua=Rua Frutuoso Rodrigues 169, numero=998, bairro=Centro, cidade=Catarina, estado=CE, telefone=(88) 2870-9502, celular=(88) 99968-6638
nome=Carolina e Catarina Telecomunicações ME, cnpj=57.599.293/0001-92, inscricaoEst=05686028-5, dataAbertura=11/06/1994, site=www.carolinacatarina.com.br, email=rh@carolinacatarina.com.br, cep=60877-105, rua=Rua Wagner Cavalcante, numero=511, bairro=Jangurussu, cidade=Fortaleza, estado=CE, telefone=(85) 2786-9494, celular=(85) 99612-4044
nome=Jennifer e João Adega ME, cnpj=62.504.663/0001-09, inscricaoEst=48983528-7, dataAbertura=10/03/1993, site=www.jenniferjoao.com.br, email=treinamento@jenniferjoao.com.br, cep=61934-100, rua=Rua Nossa Senhora de Nazaré, numero=654, bairro=Jardim Bandeirantes, cidade=Maracanaú, estado=CE, telefone=(85) 2759-2173, celular=(85) 98350-4060
nome=Paulo e Emanuel Pizzaria Delivery ME, cnpj=91.242.473/0001-50, inscricaoEst=67037200-5, dataAbertura=23/10/1992, site=www.pauloemanuel.com.br, email=manutencao@pauloemanuel.com.br, cep=62051-585, rua=Rua João Batista Pierre, numero=860, bairro=Cidade Gerardo Cristino de Menezes, cidade=Sobral, estado=CE, telefone=(88) 3670-0710, celular=(88) 98126-5512
nome=Filipe e Luan Transportes Ltda, cnpj=91.242.473/0001-50, inscricaoEst=67037200-5, dataAbertura=23/10/1991, site=www.filipeluan.com.br, email=rh@filipeluan.com.br, cep=60533-230, rua=Rua 1096, numero=860, bairro=Conjunto Ceará, cidade=Fortaleza, estado=CE, telefone=(85) 3670-0710, celular=(85) 98126-5512
nome=Thiago e Marcelo Eletrônica Ltda, cnpj=71.030.788/0001-27, inscricaoEst=81582337-1, dataAbertura=09/05/1990, site=www.thiagomarcelo.com.br, email=desenvolvimento@thiagomarcelo.com.br, cep=60135-225, rua=Rua Walter Bezerra Sá, numero=614, bairro=Dionisio Torres, cidade=Fortaleza, estado=CE, telefone=(85) 3996-3312, celular=(85) 99847-1459
nome=Bryan e Thales Alimentos ME, cnpj=71.030.788/0001-27, inscricaoEst=81582337-1, dataAbertura=09/05/1989, site=www.bryanthales.com.br, email=auditoria@bryanthales.com.br, cep=60750-080, rua=Avenida I, numero=614, bairro=Prefeito José Walter, cidade=Fortaleza, estado=CE, telefone=(85) 3996-3312, celular=(85) 99847-1459
nome=Daniel e Luiza Comercio de Bebidas Ltda, cnpj=30.118.932/0001-02, inscricaoEst=37234875-0, dataAbertura=01/10/1988, site=www.danielluiza.com.br, email=ti@danielluiza.com.br, cep=61907-025, rua=Rua 9, numero=740, bairro=Furna da Onça, cidade=Maracanaú, estado=CE, telefone=(85) 2671-9649, celular=(85) 98794-9742
nome=Rebeca e Joana Informática ME, cnpj=05.263.083/0001-25, inscricaoEst=45137009-0, dataAbertura=21/01/1987, site=www.rebecajoana.com.br, email=orcamento@rebecajoana.com.br, cep=60766-290, rua=Avenida Padre Cícero, numero=379, bairro=Planalto Ayrton Senna, cidade=Fortaleza, estado=CE, telefone=(85) 3817-6905, celular=(85) 98204-8457
nome=Eduardo e Pietra Vidros Ltda, cnpj=93.688.592/0001-67, inscricaoEst=15883129-2, dataAbertura=11/12/1986, site=www.eduardopietra.com.br, email=tesouraria@eduardopietra.com.br, cep=60764-687, rua=Rua 8, numero=680, bairro=Mondubim, cidade=Fortaleza, estado=CE, telefone=(85) 3562-0878, celular=(85) 99722-6175
nome=Yasmin e Sophie Telecom ME, cnpj=05.263.083/0001-25, inscricaoEst=45137009-0, dataAbertura=21/01/1985, site=www.yasminsophie.com.br, email=contato@yasminsophie.com.br, cep=60862-200, rua=Rua 9, numero=379, bairro=Passaré, cidade=Fortaleza, estado=CE, telefone=(85) 3817-6905, celular=(85) 98204-8457
nome=Eduardo e Joaquim Ferragens ME, cnpj=43.207.713/0001-33, inscricaoEst=64669165-1, dataAbertura=25/07/1984, site=www.eduardojoaquim.com.br, email=presidencia@eduardojoaquim.com.br, cep=61915-350, rua=Rua Nossa Senhora da Conceição, numero=442, bairro=Jaçanaú, cidade=Maracanaú, estado=CE, telefone=(85) 2905-1254, celular=(85) 99981-0582
nome=Melissa e Letícia Advocacia Ltda, cnpj=79.639.103/0001-56, inscricaoEst=23721967-0, dataAbertura=18/03/1983, site=www.melissaleticia.com.br, email=sac@melissaleticia.com.br, cep=63133-555, rua=Rua Frabio Pinheiro Esmeraldo, numero=777, bairro=São José, cidade=Crato, estado=CE, telefone=(88) 3899-2644, celular=(88) 98236-5385
nome=Igor e Benjamin Gráfica Ltda, cnpj=89.825.316/0001-26, inscricaoEst=72717306-5, dataAbertura=27/04/1982, site=www.igorbenjamin.com.br, email=presidencia@igorbenjamin.com.br, cep=62022-370, rua=Rua Antônio Frota, numero=216, bairro=Domingos Olímpio, cidade=Sobral, estado=CE, telefone=(88) 3581-5158, celular=(88) 98471-6358
nome=Rayssa e Maria Corretores Associados ME, cnpj=79.639.103/0001-56, inscricaoEst=23721967-0, dataAbertura=18/03/1981, site=www.rayssamaria.com.br, email=fale_conosco@rayssamaria.com.br, cep=60744-530, rua=Rua 114, numero=777, bairro=Parque Dois Irmãos, cidade=Fortaleza, estado=CE, telefone=(85) 3899-2644, celular=(85) 98236-5385
nome=Joana e Bryan Casa Noturna Ltda, cnpj=99.912.402/0001-20, inscricaoEst=32590798-6, dataAbertura=07/05/1980, site=www.joanabryan.com.br, email=financeiro@joanabryan.com.br, cep=63050-182, rua=Rua Alzira Alves de Lira, numero=773, bairro=Santo Antônio, cidade=Juazeiro do Norte, estado=CE, telefone=(88) 3821-9557, celular=(88) 99575-6096
nome=Ana e Iago Doces & Salgados ME, cnpj=14.164.969/0001-02, inscricaoEst=47092334-2, dataAbertura=13/12/1979, site=www.anaiago.com.br, email=ouvidoria@anaiago.com.br, cep=61921-546, rua=Rua Clóvis Teixeira, numero=474, bairro=Alto Alegre II, cidade=Maracanaú, estado=CE, telefone=(85) 3630-2947, celular=(85) 98515-1558
nome=Milena e Sarah Comercio de Bebidas Ltda, cnpj=03.372.963/0001-04, inscricaoEst=97225139-1, dataAbertura=04/10/1978, site=www.milenasarah.com.br, email=ti@milenasarah.com.br, cep=63500-600, rua=Travessa Adil Mendonça, numero=534, bairro=Paraná, cidade=Iguatu, estado=CE, telefone=(88) 3660-5381, celular=(88) 98958-6783
nome=Isabelle e Alice Entregas Expressas ME, cnpj=94.765.493/0001-02, inscricaoEst=24675171-1, dataAbertura=23/06/1977, site=www.isabellealice.com.br, email=presidencia@isabellealice.com.br, cep=60842-250, rua=Rua Paulo Setubal, numero=967, bairro=Messejana, cidade=Fortaleza, estado=CE, telefone=(85) 3764-9765, celular=(85) 99697-3422
nome=Arthur e Antonella Consultoria Financeira ME, cnpj=00.544.357/0001-30, inscricaoEst=86434937-8, dataAbertura=03/03/1976, site=www.arthurantonella.com.br, email=rh@arthurantonella.com.br, cep=63050-090, rua=Rua Presidente Vargas, numero=393, bairro=Salesianos, cidade=Juazeiro do Norte, estado=CE, telefone=(88) 2559-3318, celular=(88) 98289-6332
nome=Bryan e Emanuel Doces & Salgados Ltda, cnpj=46.825.660/0001-02, inscricaoEst=6381131-64, dataAbertura=21/09/2016, site=www.bryanemanuel.com.br, email=ti@bryanemanuel.com.br, cep=53405-773, rua=Rua Cento e Trinta e Oito, numero=168, bairro=Jardim Paulista, cidade=Paulista, estado=PE, telefone=(81) 2670-0445, celular=(81) 99915-1718
nome=Leonardo e Joaquim Construções ME, cnpj=37.110.228/0001-44, inscricaoEst=6187526-09, dataAbertura=17/12/2015, site=www.leonardojoaquim.com.br, email=@leonardojoaquim.com.br, cep=56328-311, rua=Travessa Osvaldo de Andrade, numero=747, bairro=Vila Eduardo, cidade=Petrolina, estado=PE, telefone=(87) 3581-8989, celular=(87) 99279-3725
nome=Renato e Antonio Consultoria Financeira ME, cnpj=37.110.228/0001-44, inscricaoEst=6187526-09, dataAbertura=17/12/2014, site=www.renatoantonio.com.br, email=presidencia@renatoantonio.com.br, cep=55291-814, rua=Rua José Teixeira de Araújo, numero=747, bairro=Francisco Simão dos Santos Figueira, cidade=Garanhuns, estado=PE, telefone=(87) 3581-8989, celular=(87) 99279-3725
nome=Isabelle e Emily Limpeza Ltda, cnpj=67.848.533/0001-07, inscricaoEst=7582448-51, dataAbertura=15/12/2013, site=www.isabelleemily.com.br, email=auditoria@isabelleemily.com.br, cep=55295-170, rua=Rua Diogo Leite, numero=490, bairro=São José, cidade=Garanhuns, estado=PE, telefone=(87) 3651-6526, celular=(87) 99935-4117
nome=Rayssa e Larissa Buffet Ltda, cnpj=13.228.827/0001-07, inscricaoEst=6803193-95, dataAbertura=25/07/2012, site=www.rayssalarissa.com.br, email=contabilidade@rayssalarissa.com.br, cep=52120-020, rua=Rua Ramiz Galvão, numero=916, bairro=Arruda, cidade=Recife, estado=PE, telefone=(81) 2890-0998, celular=(81) 99220-3085
nome=Bruno e Nathan Pizzaria Delivery ME, cnpj=71.030.788/0001-27, inscricaoEst=8158233-12, dataAbertura=09/05/2011, site=www.brunonathan.com.br, email=sistema@brunonathan.com.br, cep=53407-730, rua=Rua Cento e Sessenta e Quatro, numero=614, bairro=Jardim Paulista, cidade=Paulista, estado=PE, telefone=(81) 3996-3312, celular=(81) 99847-1459
nome=Letícia e Julio Joalheria ME, cnpj=62.436.682/0001-37, inscricaoEst=4975662-14, dataAbertura=26/11/2010, site=www.leticiajulio.com.br, email=contabilidade@leticiajulio.com.br, cep=56517-640, rua=Rua Projetada, numero=929, bairro=Boa Vista, cidade=Arcoverde, estado=PE, telefone=(87) 2915-4997, celular=(87) 98607-8637
nome=Ana e Heitor Advocacia Ltda, cnpj=91.586.933/0001-68, inscricaoEst=9997911-09, dataAbertura=02/02/2009, site=www.anaheitor.com.br, email=pesquisa@anaheitor.com.br, cep=50761-050, rua=Rua Visconde Parnaíba, numero=262, bairro=San Martin, cidade=Recife, estado=PE, telefone=(81) 3728-0678, celular=(81) 99702-5619
nome=Sophie e Ricardo Lavanderia ME, cnpj=91.586.933/0001-68, inscricaoEst=9997911-09, dataAbertura=02/02/2008, site=www.sophiericardo.com.br, email=cobranca@sophiericardo.com.br, cep=51150-745, rua=Rua Irineu Dias, numero=262, bairro=Imbiribeira, cidade=Recife, estado=PE, telefone=(81) 3728-0678, celular=(81) 99702-5619
nome=Débora e Maria Esportes Ltda, cnpj=67.848.533/0001-07, inscricaoEst=7582448-51, dataAbertura=15/12/2007, site=www.deboramaria.com.br, email=producao@deboramaria.com.br, cep=54715-340, rua=Rua Joana Angélica, numero=490, bairro=Penedo, cidade=São Lourenço da Mata, estado=PE, telefone=(81) 3651-6526, celular=(81) 99935-4117
nome=Caroline e Raul Contábil Ltda, cnpj=91.586.933/0001-68, inscricaoEst=9997911-09, dataAbertura=02/02/2006, site=www.carolineraul.com.br, email=manutencao@carolineraul.com.br, cep=51020-220, rua=Rua Maria Carolina, numero=262, bairro=Boa Viagem, cidade=Recife, estado=PE, telefone=(81) 3728-0678, celular=(81) 99702-5619
nome=Cauã e Ester Buffet ME, cnpj=51.490.475/0001-44, inscricaoEst=5214381-36, dataAbertura=02/11/2005, site=www.cauaester.com.br, email=juridico@cauaester.com.br, cep=53090-500, rua=Rua Setenta, numero=414, bairro=Rio Doce, cidade=Olinda, estado=PE, telefone=(81) 3697-9533, celular=(81) 98948-8535
nome=Larissa e Lucca Consultoria Financeira Ltda, cnpj=10.402.004/0001-50, inscricaoEst=2757857-77, dataAbertura=27/11/2004, site=www.larissalucca.com.br, email=contato@larissalucca.com.br, cep=54120-728, rua=Rua Santo Expedito, numero=223, bairro=Santo Aleixo, cidade=Jaboatão dos Guararapes, estado=PE, telefone=(81) 2669-1963, celular=(81) 98835-8559
nome=Agatha e João Ferragens ME, cnpj=10.402.004/0001-50, inscricaoEst=2757857-77, dataAbertura=27/11/2003, site=www.agathajoao.com.br, email=vendas@agathajoao.com.br, cep=55816-710, rua=Rua Primeiro de Maio, numero=223, bairro=Santo Antônio, cidade=Carpina, estado=PE, telefone=(81) 2669-1963, celular=(81) 98835-8559
nome=Isabelle e Luan Gráfica ME, cnpj=52.838.689/0001-21, inscricaoEst=2592671-39, dataAbertura=09/07/2002, site=www.isabelleluan.com.br, email=fiscal@isabelleluan.com.br, cep=54460-470, rua=Rua Rio Bonito, numero=442, bairro=Barra de Jangada, cidade=Jaboatão dos Guararapes, estado=PE, telefone=(81) 2924-7902, celular=(81) 99646-0338
nome=Nicole e Rodrigo Contábil ME, cnpj=98.095.734/0001-04, inscricaoEst=1562872-85, dataAbertura=03/01/2001, site=www.nicolerodrigo.com.br, email=treinamento@nicolerodrigo.com.br, cep=54715-210, rua=Rua Félix de Brito, numero=562, bairro=Penedo, cidade=São Lourenço da Mata, estado=PE, telefone=(81) 2520-1992, celular=(81) 98911-8691
nome=Manuela e Emily Advocacia ME, cnpj=79.639.103/0001-56, inscricaoEst=2372196-03, dataAbertura=18/03/2000, site=www.manuelaemily.com.br, email=suporte@manuelaemily.com.br, cep=53020-480, rua=Rua Coronel João Carneiro Beltrão, numero=777, bairro=Varadouro, cidade=Olinda, estado=PE, telefone=(81) 3899-2644, celular=(81) 98236-5385
nome=Gabriela e Helena Marketing Ltda, cnpj=67.848.533/0001-07, inscricaoEst=7582448-51, dataAbertura=15/12/1999, site=www.gabrielahelena.com.br, email=diretoria@gabrielahelena.com.br, cep=53435-670, rua=Rua Venturosa, numero=490, bairro=Pau Amarelo, cidade=Paulista, estado=PE, telefone=(81) 3651-6526, celular=(81) 99935-4117
nome=Laura e Bernardo Ferragens ME, cnpj=91.586.933/0001-68, inscricaoEst=9997911-09, dataAbertura=02/02/1998, site=www.laurabernardo.com.br, email=producao@laurabernardo.com.br, cep=51275-150, rua=Rua Maestro Nelson Ferreira, numero=262, bairro=Barro, cidade=Recife, estado=PE, telefone=(81) 3728-0678, celular=(81) 99702-5619
nome=Letícia e Joana Limpeza Ltda, cnpj=55.240.365/0001-85, inscricaoEst=2796319-52, dataAbertura=05/02/1997, site=www.leticiajoana.com.br, email=fale_conosco@leticiajoana.com.br, cep=55296-615, rua=Rua Francisca de Assis Cardoso, numero=564, bairro=Heliópolis, cidade=Garanhuns, estado=PE, telefone=(87) 2711-5570, celular=(87) 98455-7683
nome=Beatriz e Helena Corretores Associados ME, cnpj=15.273.339/0001-39, inscricaoEst=7016489-45, dataAbertura=27/12/1996, site=www.beatrizhelena.com.br, email=rh@beatrizhelena.com.br, cep=50110-296, rua=1ª Travessa Campo do Onze, numero=550, bairro=Santo Amaro, cidade=Recife, estado=PE, telefone=(81) 3866-5171, celular=(81) 99979-6020
nome=Alexandre e Emanuelly Vidros ME, cnpj=91.508.328/0001-79, inscricaoEst=9400754-31, dataAbertura=11/04/1995, site=www.alexandreemanuelly.com.br, email=sac@alexandreemanuelly.com.br, cep=53170-314, rua=4ª Travessa Hamurabi, numero=371, bairro=Alto da Bondade, cidade=Olinda, estado=PE, telefone=(81) 2775-4496, celular=(81) 99870-8531
nome=Sara e Mariana Doces & Salgados ME, cnpj=49.240.819/0001-15, inscricaoEst=9652379-40, dataAbertura=26/12/1994, site=www.saramariana.com.br, email=desenvolvimento@saramariana.com.br, cep=54250-545, rua=Rua Abrigo Central, numero=885, bairro=Cavaleiro, cidade=Jaboatão dos Guararapes, estado=PE, telefone=(81) 3580-4510, celular=(81) 99602-9001
nome=Bernardo e Rodrigo Doces & Salgados Ltda, cnpj=02.709.298/0001-39, inscricaoEst=0679543-91, dataAbertura=16/07/1993, site=www.bernardorodrigo.com.br, email=marketing@bernardorodrigo.com.br, cep=53427-180, rua=Rua Dourado, numero=603, bairro=Maria Farinha, cidade=Paulista, estado=PE, telefone=(81) 3973-3524, celular=(81) 98372-3752
nome=Ana e Yuri Gráfica Ltda, cnpj=10.002.325/0001-67, inscricaoEst=0550742-19, dataAbertura=26/05/1992, site=www.anayuri.com.br, email=pos_venda@anayuri.com.br, cep=52081-035, rua=Rua Ribamar, numero=768, bairro=Vasco da Gama, cidade=Recife, estado=PE, telefone=(81) 2668-0592, celular=(81) 99120-1444
nome=Vitor e Hugo Padaria Ltda, cnpj=17.834.354/0001-34, inscricaoEst=9262867-22, dataAbertura=21/10/1991, site=www.vitorhugo.com.br, email=tesouraria@vitorhugo.com.br, cep=56512-090, rua=Rua Francisco de Assis Macena, numero=466, bairro=São Cristóvão, cidade=Arcoverde, estado=PE, telefone=(87) 3727-5751, celular=(87) 99785-1386
nome=Bruno e Samuel Casa Noturna ME, cnpj=63.116.607/0001-51, inscricaoEst=8660016-89, dataAbertura=02/10/1990, site=www.brunosamuel.com.br, email=rh@brunosamuel.com.br, cep=53320-391, rua=Rua Pelegrino, numero=688, bairro=Bultrins, cidade=Olinda, estado=PE, telefone=(81) 3697-4153, celular=(81) 98263-4395
nome=Nina e Guilherme Transportes ME, cnpj=68.155.162/0001-32, inscricaoEst=8139250-88, dataAbertura=23/07/1989, site=www.ninaguilherme.com.br, email=comunicacoes@ninaguilherme.com.br, cep=55032-620, rua=Rua Manoel Tavares, numero=432, bairro=Petrópolis, cidade=Caruaru, estado=PE, telefone=(81) 3703-3212, celular=(81) 98805-3660
nome=Guilherme e Stefany Joalheria ME, cnpj=89.430.406/0001-18, inscricaoEst=9990027-08, dataAbertura=14/03/1988, site=www.guilhermestefany.com.br, email=ti@guilhermestefany.com.br, cep=52081-653, rua=Rua Júpiter, numero=128, bairro=Vasco da Gama, cidade=Recife, estado=PE, telefone=(81) 2750-1398, celular=(81) 98878-1832
nome=Alana e Marina Buffet Ltda, cnpj=28.790.096/0001-58, inscricaoEst=9871190-36, dataAbertura=17/06/1987, site=www.alanamarina.com.br, email=producao@alanamarina.com.br, cep=56317-450, rua=Rua Vinte e Seis, numero=101, bairro=Pedra Linda, cidade=Petrolina, estado=PE, telefone=(87) 2739-8340, celular=(87) 99784-6946
nome=Isabelle e Vitória Pães e Doces Ltda, cnpj=73.928.674/0001-24, inscricaoEst=5562232-17, dataAbertura=11/07/1986, site=www.isabellevitoria.com.br, email=juridico@isabellevitoria.com.br, cep=50010-972, rua=Avenida Guararapes 250 5º Andar, numero=631, bairro=Santo Antônio, cidade=Recife, estado=PE, telefone=(81) 3656-7157, celular=(81) 98313-5993
nome=Raul e Alícia Fotografias Ltda, cnpj=85.502.164/0001-70, inscricaoEst=9081570-02, dataAbertura=07/02/1985, site=www.raulalicia.com.br, email=financeiro@raulalicia.com.br, cep=53429-325, rua=Rua Quatro, numero=326, bairro=Nossa Senhora da Conceição, cidade=Paulista, estado=PE, telefone=(81) 3956-8789, celular=(81) 99740-7724
nome=Caio e Maitê Pães e Doces Ltda, cnpj=85.502.164/0001-70, inscricaoEst=9081570-02, dataAbertura=07/02/1984, site=www.caiomaite.com.br, email=orcamento@caiomaite.com.br, cep=53413-190, rua=Rua das Dálias, numero=326, bairro=Paratibe, cidade=Paulista, estado=PE, telefone=(81) 3956-8789, celular=(81) 99740-7724
nome=Cecília e Melissa Financeira Ltda, cnpj=49.240.819/0001-15, inscricaoEst=9652379-40, dataAbertura=26/12/1983, site=www.ceciliamelissa.com.br, email=suporte@ceciliamelissa.com.br, cep=55158-780, rua=Rua Coronel Ludugero, numero=885, bairro=COHAB-I, cidade=Belo Jardim, estado=PE, telefone=(81) 3580-4510, celular=(81) 99602-9001
nome=Sarah e Julio Marketing ME, cnpj=58.666.934/0001-47, inscricaoEst=7417259-08, dataAbertura=11/08/1982, site=www.sarahjulio.com.br, email=tesouraria@sarahjulio.com.br, cep=54220-640, rua=Rua Francisco Serpa, numero=393, bairro=Curado, cidade=Jaboatão dos Guararapes, estado=PE, telefone=(81) 2727-0755, celular=(81) 98139-7990
nome=Danilo e Catarina Limpeza Ltda, cnpj=69.795.424/0001-96, inscricaoEst=0991543-58, dataAbertura=20/09/1981, site=www.danilocatarina.com.br, email=almoxarifado@danilocatarina.com.br, cep=52291-170, rua=Subida dos Gonçalves, numero=988, bairro=Brejo da Guabiraba, cidade=Recife, estado=PE, telefone=(81) 3772-6826, celular=(81) 98961-9261
nome=Vinicius e Raquel Informática Ltda, cnpj=69.795.424/0001-96, inscricaoEst=0991543-58, dataAbertura=20/09/1980, site=www.viniciusraquel.com.br, email=contato@viniciusraquel.com.br, cep=53110-660, rua=Avenida Olinda Dom Hélder Câmara, numero=988, bairro=Salgadinho, cidade=Olinda, estado=PE, telefone=(81) 3772-6826, celular=(81) 98961-9261
